id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
656880,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,No
656896,API,Referral Sites,No,No,0,6.0,110,3.0,Email Link Clicked,,,No,No,No,No,No,No,14.0,13.0,No
594718,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
614140,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
609540,Landing Page Submission,Google,Yes,No,0,5.0,333,5.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
592773,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,16.0,14.0,No
580143,Landing Page Submission,Google,No,No,1,4.0,1553,4.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,19.0,No
620635,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,328,1.0,Email Bounced,Select,Student,No,No,No,No,No,No,,,No
635012,API,Google,No,No,1,2.0,857,2.0,SMS Sent,Select,Working Professional,No,No,No,No,No,No,14.0,15.0,No
595872,Landing Page Submission,Direct Traffic,No,No,0,2.0,663,2.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,13.0,17.0,Yes
606479,Landing Page Submission,Google,No,No,0,7.0,461,2.33,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
609385,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,53,3.0,Email Bounced,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
620632,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,97,1.0,Email Bounced,,Student,No,No,No,No,No,No,,,No
614821,API,Google,No,No,0,6.0,310,3.0,Email Opened,,,No,No,No,No,No,No,,,No
602254,Landing Page Submission,Google,No,No,1,4.0,298,4.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
581415,Landing Page Submission,Direct Traffic,No,No,0,2.0,1425,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
620639,Landing Page Submission,Direct Traffic,No,No,0,1.0,518,1.0,Converted to Lead,,Student,No,No,No,No,No,No,,,No
641459,Landing Page Submission,Google,No,No,0,6.0,212,6.0,Email Opened,Retail Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
640295,Lead Add Form,Reference,No,No,1,,1212,,,Finance Management,Student,No,No,No,No,No,No,14.0,20.0,No
583055,Lead Add Form,Reference,No,No,1,1.0,145,1.0,Email Opened,E-COMMERCE,Working Professional,No,No,No,No,No,No,14.0,19.0,Yes
607614,API,Google,No,No,0,2.0,140,2.0,SMS Sent,,,No,No,No,No,No,No,,,No
618835,Landing Page Submission,Direct Traffic,No,No,0,1.0,165,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
627773,Landing Page Submission,Direct Traffic,No,No,0,2.0,332,2.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
610147,API,Google,No,No,0,2.0,535,2.0,Email Opened,Select,Student,No,No,No,No,No,No,,,No
626930,Landing Page Submission,Organic Search,No,No,0,3.0,424,3.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
586917,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
648164,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No
630603,API,Google,No,No,1,8.0,1054,2.67,Email Opened,Rural and Agribusiness,,No,No,No,No,No,No,,,No
603161,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
609431,Landing Page Submission,Direct Traffic,No,No,0,10.0,360,2.5,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
615265,Landing Page Submission,Direct Traffic,No,No,0,2.0,156,2.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
611746,API,Chat,No,No,0,1.0,119,1.0,Chat Conversation,,,No,No,No,No,No,No,,,No
658932,API,Referral Sites,No,No,0,4.0,174,2.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,13.0,13.0,No
653109,Landing Page Submission,Google,No,No,0,4.0,92,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,13.0,17.0,No
615080,Landing Page Submission,Direct Traffic,No,No,1,7.0,1143,3.5,Email Opened,Business Administration,,No,No,No,No,No,No,,,Yes
625499,Landing Page Submission,Direct Traffic,No,No,1,2.0,1146,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
628050,Landing Page Submission,Direct Traffic,No,No,0,2.0,242,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
636898,Landing Page Submission,Direct Traffic,No,No,1,5.0,16,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
653222,API,Google,No,No,0,2.0,32,2.0,Converted to Lead,,,No,No,No,No,No,No,13.0,15.0,No
623400,Landing Page Submission,Google,No,No,0,4.0,1623,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
589847,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,340,1.0,Email Bounced,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
623975,Landing Page Submission,Direct Traffic,No,No,0,7.0,5,7.0,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
589404,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
630158,Landing Page Submission,Direct Traffic,No,No,0,2.0,208,2.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
619064,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
655287,Landing Page Submission,Direct Traffic,No,No,0,2.0,2,2.0,Form Submitted on Website,Healthcare Management,Unemployed,No,No,No,No,No,No,12.0,15.0,Yes
602690,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
660458,API,Google,No,No,1,6.0,1137,1.5,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
620179,Landing Page Submission,Google,No,No,1,6.0,1212,3.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
582348,Landing Page Submission,Direct Traffic,No,No,1,1.0,1245,1.0,Converted to Lead,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
650743,Landing Page Submission,Organic Search,No,No,0,4.0,139,4.0,Chat Conversation,Business Administration,,No,No,No,No,No,No,16.0,16.0,No
646552,Lead Add Form,Reference,No,No,0,,74,,,Finance Management,Unemployed,No,No,No,No,No,No,13.0,20.0,No
585016,Landing Page Submission,Direct Traffic,No,No,0,2.0,323,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
627119,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Marketing Management,Working Professional,No,No,No,No,No,No,,,No
583847,Landing Page Submission,Direct Traffic,No,No,0,2.0,306,2.0,Email Link Clicked,Finance Management,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
633182,Landing Page Submission,Google,No,No,0,3.0,57,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,,,No
582193,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
633116,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Working Professional,No,No,No,No,No,No,,,No
617576,Landing Page Submission,Google,No,No,1,7.0,1201,7.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
651857,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
652787,Lead Add Form,Reference,No,No,1,3.0,1764,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,20.0,No
599957,Landing Page Submission,Organic Search,Yes,No,1,5.0,174,5.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
602210,API,Google,No,No,0,5.0,125,1.25,Page Visited on Website,,,No,No,No,No,No,No,,,No
643712,Landing Page Submission,Direct Traffic,No,No,1,3.0,1389,3.0,Email Link Clicked,Marketing Management,Working Professional,No,No,No,No,No,No,15.0,20.0,Yes
594003,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
611284,API,Google,No,No,0,2.0,415,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
620504,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
585023,Landing Page Submission,Google,No,No,1,4.0,1674,4.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
589807,Landing Page Submission,Direct Traffic,No,No,1,5.0,1155,1.67,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
641118,Landing Page Submission,Google,No,No,0,5.0,431,2.5,Email Opened,Marketing Management,,No,No,No,No,No,No,16.0,17.0,Yes
619649,Landing Page Submission,Google,No,No,1,4.0,765,4.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
598285,API,Google,No,No,0,3.0,636,1.5,Page Visited on Website,,,No,No,No,No,No,No,,,No
640866,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
596164,Landing Page Submission,Direct Traffic,No,No,0,2.0,7,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
624197,Landing Page Submission,Organic Search,Yes,No,0,5.0,82,5.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
597890,Landing Page Submission,Direct Traffic,No,No,0,4.0,432,4.0,Email Opened,Marketing Management,Student,No,No,No,No,No,No,,,No
591106,Landing Page Submission,Organic Search,No,No,1,4.0,1462,4.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,16.0,17.0,Yes
584475,API,Organic Search,No,No,0,6.0,1,6.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
622204,Landing Page Submission,Direct Traffic,No,No,1,6.0,1081,3.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
589943,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,12.0,15.0,No
603995,API,Google,No,No,0,4.0,984,1.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
613497,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
584464,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
608470,API,Chat,No,No,0,4.0,164,1.33,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,No
608055,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
607036,Landing Page Submission,Direct Traffic,No,No,1,5.0,398,5.0,Email Opened,Rural and Agribusiness,Unemployed,No,No,No,No,No,No,,,Yes
599682,Landing Page Submission,Organic Search,No,No,1,5.0,738,5.0,SMS Sent,Healthcare Management,Unemployed,No,No,No,No,No,No,,,Yes
657311,API,Google,No,No,0,10.0,11,10.0,View in browser link Clicked,,,No,No,No,No,No,No,8.0,15.0,No
656259,Landing Page Submission,Organic Search,No,No,1,5.0,1102,5.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
656911,Landing Page Submission,Direct Traffic,No,No,1,7.0,901,7.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,20.0,No
588564,Landing Page Submission,Google,No,No,0,4.0,285,4.0,Form Submitted on Website,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
582845,API,Direct Traffic,No,No,0,5.0,559,5.0,Chat Conversation,Finance Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
596104,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
588009,Landing Page Submission,Direct Traffic,No,No,1,1.0,1463,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,19.0,Yes
595949,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
629593,Landing Page Submission,Google,No,No,1,12.0,1248,2.4,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
608302,Landing Page Submission,Organic Search,No,No,0,4.0,685,4.0,Page Visited on Website,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,No
643819,Landing Page Submission,Google,No,No,1,6.0,251,6.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,No
593093,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
599932,Landing Page Submission,Google,No,No,1,5.0,967,2.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
633959,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,No
653527,API,Referral Sites,No,No,0,3.0,193,1.5,Email Opened,,,No,No,No,No,No,No,13.0,13.0,No
600018,API,Organic Search,No,No,1,9.0,42,4.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
654909,API,Chat,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
634343,Landing Page Submission,Google,No,No,1,7.0,602,7.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,14.0,No
580767,Landing Page Submission,Direct Traffic,No,No,0,9.0,191,1.5,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
598987,Landing Page Submission,Organic Search,No,No,1,6.0,340,6.0,Page Visited on Website,Human Resource Management,Other,No,No,No,No,No,No,,,Yes
653552,Landing Page Submission,Google,No,No,1,5.0,1328,2.5,Page Visited on Website,Retail Management,Unemployed,No,No,No,No,No,No,15.0,20.0,No
622564,Landing Page Submission,Direct Traffic,No,No,1,3.0,1277,3.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,,,Yes
601636,API,Google,Yes,No,0,3.0,251,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
589006,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,14.0,17.0,No
593801,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
600913,Landing Page Submission,Direct Traffic,No,No,0,8.0,665,2.67,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
653569,Landing Page Submission,Direct Traffic,Yes,No,0,6.0,357,2.0,Email Bounced,Supply Chain Management,,No,No,No,No,No,No,13.0,17.0,Yes
619225,Landing Page Submission,Organic Search,Yes,No,1,19.0,1146,2.71,Page Visited on Website,Rural and Agribusiness,Working Professional,No,No,No,No,No,No,17.0,13.0,Yes
654703,API,Organic Search,No,No,0,7.0,133,3.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
605030,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
588696,API,Google,No,No,0,1.0,2059,1.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
607738,Landing Page Submission,Direct Traffic,No,No,0,1.0,400,1.0,Converted to Lead,,,No,No,No,No,No,No,,,No
624973,Landing Page Submission,Direct Traffic,No,No,0,3.0,363,3.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,,,Yes
600406,Landing Page Submission,Direct Traffic,No,No,1,2.0,1666,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
653502,Landing Page Submission,Google,No,No,0,4.0,284,4.0,Email Opened,Finance Management,,No,No,No,No,No,No,14.0,18.0,No
628225,API,Organic Search,No,No,0,6.0,211,6.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
647300,Landing Page Submission,Organic Search,Yes,No,0,2.0,387,2.0,Email Bounced,Travel and Tourism,Unemployed,No,No,No,No,No,No,15.0,18.0,Yes
592518,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
606748,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
609192,API,Google,No,No,1,3.0,1287,1.5,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
624642,Landing Page Submission,Google,No,No,0,1.0,292,1.0,Converted to Lead,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
580181,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,16.0,15.0,No
655404,Landing Page Submission,Direct Traffic,No,No,0,4.0,365,2.0,Email Opened,Finance Management,,No,No,No,No,No,No,13.0,17.0,Yes
589402,API,Google,No,No,1,2.0,1020,1.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
587486,Landing Page Submission,Direct Traffic,No,No,0,2.0,886,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,17.0,No
588908,Landing Page Submission,Direct Traffic,No,No,0,7.0,236,7.0,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
596002,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,16.0,No
657327,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
607265,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,232,5.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,Yes
616685,Lead Add Form,Reference,No,No,1,,1620,,,Select,Unemployed,No,No,No,No,No,No,,,No
641375,API,Direct Traffic,No,No,0,5.0,48,1.67,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
636052,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
616586,API,Referral Sites,No,No,1,2.0,476,1.0,SMS Sent,,,No,No,No,No,No,No,,,No
626860,Landing Page Submission,Google,No,No,1,5.0,1142,2.5,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,No
643292,API,Google,No,No,1,3.0,489,3.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,17.0,No
637996,Landing Page Submission,Google,No,No,0,4.0,332,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
606976,Landing Page Submission,Direct Traffic,No,No,1,2.0,195,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,No
590347,Landing Page Submission,Direct Traffic,No,No,0,4.0,105,4.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,15.0,14.0,Yes
633399,Landing Page Submission,Direct Traffic,No,No,0,9.0,354,3.0,Email Opened,Retail Management,,No,No,No,No,No,No,14.0,18.0,Yes
619902,Landing Page Submission,Google,No,No,1,3.0,449,3.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,,,No
605175,Landing Page Submission,Direct Traffic,No,No,0,2.0,68,2.0,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
627771,Landing Page Submission,Direct Traffic,No,No,0,2.0,81,2.0,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,Yes
619066,Landing Page Submission,Direct Traffic,No,No,0,1.0,2,1.0,Converted to Lead,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
642937,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
625785,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
648707,API,Organic Search,No,No,0,4.0,133,4.0,Email Opened,,,No,No,No,No,No,No,13.0,15.0,No
588013,Lead Add Form,Reference,No,No,1,,1203,,,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
595724,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
587376,API,Organic Search,No,No,0,2.0,35,1.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
624486,API,Google,No,No,0,3.0,116,3.0,Email Opened,,,No,No,No,No,No,No,,,No
654179,Lead Import,Facebook,No,No,0,,19,,,Select,Unemployed,No,No,No,No,No,No,13.0,14.0,No
659507,Landing Page Submission,Direct Traffic,No,No,1,5.0,1563,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
580497,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,17.0,15.0,No
585386,Landing Page Submission,Direct Traffic,No,No,0,3.0,127,1.5,Email Opened,IT Projects Management,Student,No,No,No,No,No,No,15.0,18.0,Yes
644706,Landing Page Submission,Direct Traffic,No,No,1,5.0,1275,2.5,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
580350,API,Google,No,No,0,2.0,114,2.0,Converted to Lead,Select,Unemployed,No,No,No,No,No,No,13.0,16.0,No
612771,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
651281,Landing Page Submission,Direct Traffic,No,No,1,7.0,834,3.5,Email Opened,International Business,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
602772,Landing Page Submission,Direct Traffic,No,No,0,7.0,66,7.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
660562,API,Organic Search,No,No,1,11.0,1538,11.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
616540,Landing Page Submission,Google,No,No,0,4.0,9,4.0,SMS Sent,Finance Management,,No,No,No,No,No,No,,,No
593119,API,Chat,No,No,1,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
609517,Landing Page Submission,Google,No,No,0,6.0,397,6.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
603626,API,Google,No,No,0,3.0,362,1.5,Email Opened,,,No,No,No,No,No,No,,,No
648540,Landing Page Submission,Direct Traffic,No,No,1,2.0,330,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
580849,Landing Page Submission,Google,No,No,1,2.0,332,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
620216,Landing Page Submission,Google,No,No,1,4.0,549,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,No
587876,Landing Page Submission,Google,No,No,0,6.0,544,6.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
611900,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
584681,Landing Page Submission,Google,No,No,1,4.0,690,2.0,SMS Sent,Hospitality Management,,No,No,No,No,No,No,,,Yes
626723,Landing Page Submission,Direct Traffic,No,No,0,2.0,374,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
626942,API,Google,No,No,0,9.0,99,2.25,Email Opened,Human Resource Management,,No,No,No,No,No,No,15.0,16.0,Yes
598461,Landing Page Submission,Organic Search,No,No,0,13.0,181,13.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
614924,Landing Page Submission,Google,No,No,1,3.0,170,3.0,SMS Sent,Supply Chain Management,Working Professional,No,No,No,No,No,No,,,No
599435,Landing Page Submission,Direct Traffic,No,No,0,1.0,335,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
645883,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,14.0,15.0,No
660680,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
621284,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
584660,Landing Page Submission,Direct Traffic,No,No,1,2.0,254,2.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
627113,Landing Page Submission,Organic Search,No,No,1,5.0,1366,2.5,Email Opened,Finance Management,Working Professional,No,No,No,No,No,No,14.0,19.0,Yes
608492,Landing Page Submission,Google,No,No,1,2.0,1318,2.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
598455,Landing Page Submission,Direct Traffic,No,No,1,2.0,1201,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
604385,API,Google,No,No,0,2.0,178,1.0,Chat Conversation,,,No,No,No,No,No,No,,,No
656938,Landing Page Submission,Direct Traffic,No,No,0,4.0,3,4.0,Chat Conversation,International Business,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
646573,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
655916,Landing Page Submission,Direct Traffic,No,No,0,3.0,211,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
598771,Landing Page Submission,Direct Traffic,No,No,0,4.0,339,4.0,Email Opened,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
644763,API,Google,No,No,0,2.0,942,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,10.0,17.0,No
641523,API,Google,No,No,0,1.0,238,1.0,Converted to Lead,Marketing Management,Unemployed,No,No,No,No,No,No,16.0,14.0,No
593570,Landing Page Submission,Direct Traffic,No,No,0,6.0,211,6.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
581751,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
584622,Landing Page Submission,Google,No,No,0,5.0,215,2.5,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,14.0,16.0,Yes
609314,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
631477,API,Google,No,No,0,2.0,385,1.0,Email Opened,,,No,No,No,No,No,No,,,No
624266,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
659263,API,Organic Search,No,No,1,3.0,1207,1.5,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
639824,Landing Page Submission,Direct Traffic,No,No,1,13.0,998,2.17,SMS Sent,Healthcare Management,Working Professional,No,No,No,No,No,No,16.0,15.0,Yes
620874,API,Organic Search,No,No,0,8.0,789,8.0,Email Opened,,,No,No,No,No,No,No,,,No
637409,API,Chat,No,No,1,12.0,333,4.0,Email Opened,Marketing Management,Working Professional,Yes,No,No,No,No,No,15.0,18.0,No
610270,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,322,1.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,,,No
590832,Landing Page Submission,Direct Traffic,No,No,1,2.0,181,2.0,SMS Sent,International Business,Unemployed,No,No,No,No,No,No,13.0,19.0,Yes
